node,t,k,value
dena81,11,259,3415.7
dena81,12,259,3265.1
dena81,13,259,3170.4
dena81,14,259,3099.4
dena81,15,259,3113.5
dena81,16,259,3252.9
dena81,17,259,3427.3
dena81,18,259,3639.1
dena81,19,259,3842.0
dena81,20,259,3659.1
dena81,21,259,3553.0
dena81,22,259,3251.7
dena81,23,259,3014.3
dena81,24,259,2877.6
dena81,1,260,2849.7
dena81,2,260,2884.1
dena81,3,260,2990.9
dena81,4,260,3346.2
dena81,5,260,4181.0
dena81,6,260,4622.9
dena81,7,260,4831.0
dena81,8,260,4889.0
dena81,9,260,4974.1
dena81,10,260,5141.7
dena81,11,260,5031.6
dena81,12,260,5003.3
dena81,13,260,4895.3
dena81,14,260,4826.6
dena81,15,260,4715.2
dena81,16,260,4750.8
dena81,17,260,4802.9
dena81,18,260,4954.6
dena81,19,260,4789.6
dena81,20,260,4416.9
dena81,21,260,4020.2
dena81,22,260,3598.6
dena81,23,260,3332.5
dena81,24,260,3168.9
dena81,1,261,3076.1
dena81,2,261,3111.0
dena81,3,261,3206.6
dena81,4,261,3518.8
dena81,5,261,4284.5
dena81,6,261,4788.2
dena81,7,261,5021.0
dena81,8,261,5085.5
dena81,9,261,5212.9
dena81,10,261,5331.3
dena81,11,261,5202.3
dena81,12,261,5134.6
dena81,13,261,5028.9
dena81,14,261,4935.1
dena81,15,261,4819.4
dena81,16,261,4815.0
dena81,17,261,4769.8
dena81,18,261,4838.4
dena81,19,261,4785.4
dena81,20,261,4461.7
dena81,21,261,4105.4
dena81,22,261,3736.6
dena81,23,261,3448.2
dena81,24,261,3274.8
dena81,1,262,3223.2
dena81,2,262,3238.0
dena81,3,262,3363.5
dena81,4,262,3652.5
dena81,5,262,4355.7
dena81,6,262,4758.8
dena81,7,262,4922.0
dena81,8,262,4932.2
dena81,9,262,4986.6
dena81,10,262,5061.4
dena81,11,262,4962.3
dena81,12,262,4911.1
dena81,13,262,4827.6
dena81,14,262,4747.7
dena81,15,262,4603.3
dena81,16,262,4626.9
dena81,17,262,4652.1
dena81,18,262,4851.8
dena81,19,262,4824.2
dena81,20,262,4468.4
dena81,21,262,4127.4
dena81,22,262,3697.0
dena81,23,262,3383.5
dena81,24,262,3216.9
dena81,1,263,3159.0
dena81,2,263,3158.5
dena81,3,263,3277.3
dena81,4,263,3546.5
dena81,5,263,4267.0
dena81,6,263,4659.8
dena81,7,263,4809.1
dena81,8,263,4813.1
dena81,9,263,4901.1
dena81,10,263,4996.5
dena81,11,263,4959.3
dena81,12,263,4919.8
dena81,13,263,4843.5
dena81,14,263,4800.0
dena81,15,263,4682.5
dena81,16,263,4685.6
dena81,17,263,4729.7
dena81,18,263,4919.8
dena81,19,263,4858.0
dena81,20,263,4487.5
dena81,21,263,4140.9
dena81,22,263,3702.0
dena81,23,263,3408.3
dena81,24,263,3249.4
dena81,1,264,3180.5
dena81,2,264,3195.8
dena81,3,264,3326.8
dena81,4,264,3618.1
dena81,5,264,4310.1
dena81,6,264,4745.0
dena81,7,264,4894.4
dena81,8,264,4863.8
dena81,9,264,4934.2
dena81,10,264,5011.8
dena81,11,264,4928.1
dena81,12,264,4803.1
dena81,13,264,4652.4
dena81,14,264,4563.2
dena81,15,264,4463.5
dena81,16,264,4480.7
dena81,17,264,4519.6
dena81,18,264,4679.5
dena81,19,264,4621.1
dena81,20,264,4280.9
dena81,21,264,3985.9
dena81,22,264,3635.8
dena81,23,264,3343.8
dena81,24,264,3163.9
dena81,1,265,3068.3
dena81,2,265,3049.0
dena81,3,265,3101.7
dena81,4,265,3168.9
dena81,5,265,3340.0
dena81,6,265,3521.0
dena81,7,265,3812.2
dena81,8,265,4009.1
dena81,9,265,4104.0
dena81,10,265,4155.7
dena81,11,265,4002.0
dena81,12,265,3805.0
dena81,13,265,3656.2
dena81,14,265,3599.7
dena81,15,265,3533.7
dena81,16,265,3622.5
dena81,17,265,3739.1
dena81,18,265,3944.7
dena81,19,265,3912.5
dena81,20,265,3652.5
dena81,21,265,3450.4
dena81,22,265,3153.7
dena81,23,265,2903.2
dena81,24,265,2744.4
dena81,1,266,2664.4
dena81,2,266,2658.4
dena81,3,266,2687.0
dena81,4,266,2712.5
dena81,5,266,2719.6
dena81,6,266,2810.9
dena81,7,266,3083.7
dena81,8,266,3281.8
dena81,9,266,3420.2
dena81,10,266,3592.7
dena81,11,266,3487.9
dena81,12,266,3288.9
dena81,13,266,3151.3
dena81,14,266,3083.5
dena81,15,266,3098.5
dena81,16,266,3272.7
dena81,17,266,3467.9
dena81,18,266,3782.6
dena81,19,266,3886.7
dena81,20,266,3703.6
dena81,21,266,3609.3
dena81,22,266,3287.6
dena81,23,266,3012.7
dena81,24,266,2886.7
dena81,1,267,2847.5
dena81,2,267,2879.6
dena81,3,267,3006.8
dena81,4,267,3400.8
dena81,5,267,4198.2
dena81,6,267,4676.8
dena81,7,267,4900.4
dena81,8,267,4890.2
dena81,9,267,4933.2
dena81,10,267,5063.0
dena81,11,267,4997.1
dena81,12,267,4958.7
dena81,13,267,4912.4
dena81,14,267,4857.9
dena81,15,267,4753.2
dena81,16,267,4745.2
dena81,17,267,4785.8
dena81,18,267,5016.5
dena81,19,267,4855.2
dena81,20,267,4457.1
dena81,21,267,4091.5
dena81,22,267,3672.5
dena81,23,267,3363.6
dena81,24,267,3199.4
dena81,1,268,3131.3
dena81,2,268,3120.2
dena81,3,268,3249.9
dena81,4,268,3558.7
dena81,5,268,4327.5
dena81,6,268,4756.5
dena81,7,268,4959.7
dena81,8,268,5003.8
dena81,9,268,5135.3
dena81,10,268,5252.1
dena81,11,268,5132.4
dena81,12,268,5044.3
dena81,13,268,4945.0
dena81,14,268,4887.0
dena81,15,268,4767.7
dena81,16,268,4771.2
dena81,17,268,4805.1
dena81,18,268,4971.8
dena81,19,268,4809.6
dena81,20,268,4423.9
dena81,21,268,4081.6
dena81,22,268,3688.6
dena81,23,268,3410.9
dena81,24,268,3241.8
dena81,1,269,3197.3
dena81,2,269,3245.6
dena81,3,269,3351.6
dena81,4,269,3616.0
dena81,5,269,4263.1
dena81,6,269,4715.1
dena81,7,269,4906.2
dena81,8,269,4958.1
dena81,9,269,5075.6
dena81,10,269,5183.9
dena81,11,269,5088.8
dena81,12,269,5037.9
dena81,13,269,4929.5
dena81,14,269,4873.0
dena81,15,269,4734.1
dena81,16,269,4733.8
dena81,17,269,4773.0
dena81,18,269,4975.3
dena81,19,269,4771.0
dena81,20,269,4399.4
dena81,21,269,4063.7
dena81,22,269,3697.1
dena81,23,269,3370.2
dena81,24,269,3196.5
dena81,1,270,3138.0
dena81,2,270,3165.5
dena81,3,270,3278.5
dena81,4,270,3565.9
dena81,5,270,4254.2
dena81,6,270,4810.5
dena81,7,270,5038.1
dena81,8,270,5127.3
dena81,9,270,5268.1
dena81,10,270,5424.8
dena81,11,270,5334.4
dena81,12,270,5258.8
dena81,13,270,5196.5
dena81,14,270,5147.2
dena81,15,270,5008.7
dena81,16,270,5054.8
dena81,17,270,5118.8
dena81,18,270,5275.2
dena81,19,270,5022.6
dena81,20,270,4674.6
dena81,21,270,4332.1
dena81,22,270,3913.5
dena81,23,270,3598.7
dena81,24,270,3415.1
dena81,1,271,3299.2
dena81,2,271,3302.9
dena81,3,271,3423.9
dena81,4,271,3683.9
dena81,5,271,4344.7
dena81,6,271,4839.3
dena81,7,271,5092.7
dena81,8,271,5156.3
dena81,9,271,5236.7
dena81,10,271,5323.3
dena81,11,271,5213.9
dena81,12,271,5073.0
dena81,13,271,4909.1
dena81,14,271,4819.9
dena81,15,271,4739.9
dena81,16,271,4744.1
dena81,17,271,4809.8
dena81,18,271,4953.7
dena81,19,271,4674.1
dena81,20,271,4313.5
dena81,21,271,4051.9
dena81,22,271,3687.9
dena81,23,271,3390.9
dena81,24,271,3207.0
dena81,1,272,3075.5
dena81,2,272,3066.8
dena81,3,272,3124.9
dena81,4,272,3139.7
dena81,5,272,3300.8
dena81,6,272,3540.1
dena81,7,272,3836.4
dena81,8,272,4077.3
dena81,9,272,4218.4
dena81,10,272,4289.0
dena81,11,272,4184.5
dena81,12,272,4032.6
dena81,13,272,3914.0
dena81,14,272,3870.2
dena81,15,272,3855.8
dena81,16,272,4006.7
dena81,17,272,4142.9
dena81,18,272,4311.3
dena81,19,272,4102.0
dena81,20,272,3890.5
dena81,21,272,3717.9
dena81,22,272,3414.9
dena81,23,272,3123.3
dena81,24,272,2941.4
dena81,1,273,2830.0
dena81,2,273,2820.5
dena81,3,273,2838.7
dena81,4,273,2818.4
dena81,5,273,2819.3
dena81,6,273,2905.0
dena81,7,273,3141.0
dena81,8,273,3355.6
dena81,9,273,3559.9
dena81,10,273,3728.9
dena81,11,273,3616.1
dena81,12,273,3437.6
dena81,13,273,3302.6
dena81,14,273,3226.7
dena81,15,273,3211.6
dena81,16,273,3342.4
dena81,17,273,3582.2
dena81,18,273,3924.6
dena81,19,273,3835.9
dena81,20,273,3648.7
dena81,21,273,3596.8
dena81,22,273,3276.8
dena81,23,273,3003.6
dena81,24,273,2852.9
dena81,1,274,2827.3
dena81,2,274,2864.7
dena81,3,274,3025.7
dena81,4,274,3363.4
dena81,5,274,4144.3
dena81,6,274,4652.1
dena81,7,274,4818.8
dena81,8,274,4849.6
dena81,9,274,4914.2
dena81,10,274,5013.8
dena81,11,274,4944.7
dena81,12,274,4881.9
dena81,13,274,4801.0
dena81,14,274,4757.5
dena81,15,274,4639.5
dena81,16,274,4650.3
dena81,17,274,4800.1
dena81,18,274,5058.1
dena81,19,274,4785.4
dena81,20,274,4417.4
dena81,21,274,4080.2
dena81,22,274,3644.4
dena81,23,274,3316.6
dena81,24,274,3147.7
dena81,1,275,3081.3
dena81,2,275,3099.4
dena81,3,275,3234.0
dena81,4,275,3537.0
dena81,5,275,4264.0
dena81,6,275,4806.3
dena81,7,275,4993.4
dena81,8,275,5012.5
dena81,9,275,5149.5
dena81,10,275,5212.5
dena81,11,275,5135.4
dena81,12,275,5087.0
dena81,13,275,4982.9
dena81,14,275,4866.4
dena81,15,275,4715.1
dena81,16,275,4726.9
dena81,17,275,4803.1
dena81,18,275,5022.6
dena81,19,275,4721.8
dena81,20,275,4322.6
dena81,21,275,3975.5
dena81,22,275,3561.0
dena81,23,275,3303.8
dena81,24,275,3100.4
dena81,1,276,3002.4
dena81,2,276,2961.1
dena81,3,276,3022.0
dena81,4,276,2945.1
dena81,5,276,2920.2
dena81,6,276,3018.9
dena81,7,276,3235.4
dena81,8,276,3447.7
dena81,9,276,3627.7
dena81,10,276,3807.2
dena81,11,276,3717.2
dena81,12,276,3552.2
dena81,13,276,3402.2
dena81,14,276,3331.3
dena81,15,276,3340.0
dena81,16,276,3485.4
dena81,17,276,3743.0
dena81,18,276,4069.9
dena81,19,276,3915.5
dena81,20,276,3726.3
dena81,21,276,3587.6
dena81,22,276,3262.9
dena81,23,276,2981.3
dena81,24,276,2826.1
dena81,1,277,2772.7
dena81,2,277,2792.2
dena81,3,277,2909.8
dena81,4,277,3277.0
dena81,5,277,4122.1
dena81,6,277,4749.5
dena81,7,277,4985.5
dena81,8,277,5032.1
dena81,9,277,5125.1
dena81,10,277,5193.2
dena81,11,277,5070.5
dena81,12,277,4986.6
dena81,13,277,4884.7
dena81,14,277,4797.5
dena81,15,277,4682.2
dena81,16,277,4639.0
dena81,17,277,4764.0
dena81,18,277,5055.2
dena81,19,277,4819.8
dena81,20,277,4450.1
dena81,21,277,4096.9
dena81,22,277,3653.8
dena81,23,277,3324.6
dena81,24,277,3146.1
dena81,1,278,3073.6
dena81,2,278,3068.5
dena81,3,278,3192.9
dena81,4,278,3505.2
dena81,5,278,4190.6
dena81,6,278,4711.3
dena81,7,278,4881.0
dena81,8,278,4924.7
dena81,9,278,4996.4
dena81,10,278,5075.2
dena81,11,278,4956.6
dena81,12,278,4810.8
dena81,13,278,4663.4
dena81,14,278,4559.5
dena81,15,278,4464.8
dena81,16,278,4514.5
dena81,17,278,4624.4
dena81,18,278,4864.5
dena81,19,278,4596.8
dena81,20,278,4260.6
dena81,21,278,3973.5
dena81,22,278,3610.7
dena81,23,278,3320.7
dena81,24,278,3131.9
dena81,1,279,3004.9
dena81,2,279,3003.6
dena81,3,279,3060.4
dena81,4,279,3118.7
dena81,5,279,3269.7
dena81,6,279,3529.4
dena81,7,279,3792.1
dena81,8,279,3998.5
dena81,9,279,4105.3
dena81,10,279,4161.4
dena81,11,279,4035.7
dena81,12,279,3839.7
dena81,13,279,3699.5
dena81,14,279,3610.6
dena81,15,279,3580.2
dena81,16,279,3705.4
dena81,17,279,3879.9
dena81,18,279,4155.1
dena81,19,279,3927.7
dena81,20,279,3648.4
dena81,21,279,3486.1
dena81,22,279,3185.4
dena81,23,279,2914.2
dena81,24,279,2752.3
dena81,1,280,2680.3
dena81,2,280,2665.2
dena81,3,280,2703.2
dena81,4,280,2709.9
dena81,5,280,2716.7
dena81,6,280,2825.3
dena81,7,280,3038.3
dena81,8,280,3256.8
dena81,9,280,3412.5
dena81,10,280,3584.5
dena81,11,280,3472.0
dena81,12,280,3272.8
dena81,13,280,3136.6
dena81,14,280,3076.1
dena81,15,280,3102.3
dena81,16,280,3301.6
dena81,17,280,3607.9
dena81,18,280,3986.2
dena81,19,280,3835.4
dena81,20,280,3662.1
dena81,21,280,3586.7
dena81,22,280,3295.3
dena81,23,280,3016.1
dena81,24,280,2892.8
dena81,1,281,2870.9
dena81,2,281,2921.6
dena81,3,281,3087.4
dena81,4,281,3457.7
dena81,5,281,4258.2
dena81,6,281,4806.7
dena81,7,281,4984.7
dena81,8,281,5001.9
dena81,9,281,5020.5
dena81,10,281,5104.3
dena81,11,281,5019.3
dena81,12,281,4956.9
dena81,13,281,4862.4
dena81,14,281,4758.0
dena81,15,281,4645.0
dena81,16,281,4659.2
dena81,17,281,4872.8
dena81,18,281,5167.7
dena81,19,281,4831.1
dena81,20,281,4435.5
dena81,21,281,4114.6
dena81,22,281,3693.3
dena81,23,281,3412.7
dena81,24,281,3248.5
dena81,1,282,3177.2
dena81,2,282,3210.1
dena81,3,282,3341.3
dena81,4,282,3647.0
dena81,5,282,4375.2
dena81,6,282,4886.0
dena81,7,282,5022.9
dena81,8,282,5052.8
dena81,9,282,5110.2
dena81,10,282,5210.7
dena81,11,282,5106.1
dena81,12,282,5027.6
dena81,13,282,4910.0
dena81,14,282,4852.4
dena81,15,282,4747.5
dena81,16,282,4808.9
dena81,17,282,4948.9
dena81,18,282,5197.6
dena81,19,282,4862.5
dena81,20,282,4559.6
dena81,21,282,4217.6
dena81,22,282,3778.9
dena81,23,282,3438.5
dena81,24,282,3268.4
dena81,1,283,3203.7
dena81,2,283,3242.2
dena81,3,283,3382.0
dena81,4,283,3701.7
dena81,5,283,4438.4
dena81,6,283,4973.2
dena81,7,283,5117.5
dena81,8,283,5100.9
dena81,9,283,5133.3
dena81,10,283,5194.3
dena81,11,283,5058.2
dena81,12,283,4992.3
dena81,13,283,4872.9
dena81,14,283,4775.9
dena81,15,283,4648.1
dena81,16,283,4691.6
dena81,17,283,4883.1
dena81,18,283,5181.2
dena81,19,283,4857.6
dena81,20,283,4479.5
dena81,21,283,4143.3
dena81,22,283,3723.7
dena81,23,283,3392.0
dena81,24,283,3207.2
dena81,1,284,3155.5
dena81,2,284,3204.5
dena81,3,284,3346.6
dena81,4,284,3620.5
dena81,5,284,4304.9
dena81,6,284,4872.9
dena81,7,284,5012.6
dena81,8,284,5021.1
dena81,9,284,5080.8
dena81,10,284,5162.4
dena81,11,284,5046.4
dena81,12,284,4963.3
dena81,13,284,4849.1
dena81,14,284,4778.2
dena81,15,284,4693.3
dena81,16,284,4704.0
dena81,17,284,4917.7
dena81,18,284,5211.0
dena81,19,284,4909.6
dena81,20,284,4587.4
dena81,21,284,4318.1
dena81,22,284,3925.5
dena81,23,284,3593.2
dena81,24,284,3406.9
dena81,1,285,3323.6
dena81,2,285,3354.7
dena81,3,285,3493.0
dena81,4,285,3790.6
dena81,5,285,4508.5
dena81,6,285,5110.7
dena81,7,285,5280.3
dena81,8,285,5317.2
dena81,9,285,5424.5
dena81,10,285,5508.0
dena81,11,285,5396.2
dena81,12,285,5255.0
dena81,13,285,5073.2
dena81,14,285,4923.2
dena81,15,285,4802.7
dena81,16,285,4799.2
dena81,17,285,4962.4
dena81,18,285,5118.0
dena81,19,285,4738.3
dena81,20,285,4406.7
dena81,21,285,4145.9
dena81,22,285,3776.0
dena81,23,285,3459.6
dena81,24,285,3232.4
dena81,1,286,3114.6
dena81,2,286,3084.8
dena81,3,286,3146.3
dena81,4,286,3174.4
dena81,5,286,3314.2
dena81,6,286,3588.2
dena81,7,286,3840.0
dena81,8,286,4066.2
dena81,9,286,4184.6
dena81,10,286,4209.5
dena81,11,286,4085.6
dena81,12,286,3867.8
dena81,13,286,3668.7
dena81,14,286,3596.7
dena81,15,286,3552.3
dena81,16,286,3673.2
dena81,17,286,3925.1
dena81,18,286,4219.6
dena81,19,286,3926.1
dena81,20,286,3688.9
dena81,21,286,3551.7
dena81,22,286,3282.3
dena81,23,286,3005.1
dena81,24,286,2812.3
dena81,1,287,2740.1
dena81,2,287,2744.0
dena81,3,287,2767.1
dena81,4,287,2766.8
dena81,5,287,2736.2
dena81,6,287,2826.4
dena81,7,287,3090.0
dena81,8,287,3317.8
dena81,9,287,3453.3
dena81,10,287,3627.4
dena81,11,287,3490.9
dena81,12,287,3279.5
dena81,13,287,3120.1
dena81,14,287,3056.7
dena81,15,287,3061.3
dena81,16,287,3246.9
dena81,17,287,3662.0
dena81,18,287,4024.5
dena81,19,287,3845.8
dena81,20,287,3700.1
dena81,21,287,3674.6
dena81,22,287,3394.7
dena81,23,287,3132.5
dena81,24,287,2981.4
dena81,1,288,2930.9
dena81,2,288,2984.1
dena81,3,288,3135.2
dena81,4,288,3478.1
dena81,5,288,4246.9
dena81,6,288,4811.7
dena81,7,288,4973.2
dena81,8,288,4962.6
dena81,9,288,5033.3
dena81,10,288,5098.9
dena81,11,288,5004.3
dena81,12,288,4940.8
dena81,13,288,4860.0
dena81,14,288,4767.2
dena81,15,288,4642.2
dena81,16,288,4678.9
dena81,17,288,4925.4
dena81,18,288,5240.6
dena81,19,288,4915.2
dena81,20,288,4550.0
dena81,21,288,4222.8
dena81,22,288,3786.8
dena81,23,288,3485.1
dena81,24,288,3298.5
dena81,1,289,3202.7
dena81,2,289,3244.4
dena81,3,289,3349.7
dena81,4,289,3656.8
dena81,5,289,4378.0
dena81,6,289,4951.0
dena81,7,289,5141.7
dena81,8,289,5098.6
dena81,9,289,5111.8
dena81,10,289,5176.5
dena81,11,289,5058.5
dena81,12,289,4962.6
dena81,13,289,4895.7
dena81,14,289,4801.3
dena81,15,289,4685.0
dena81,16,289,4738.1
dena81,17,289,4994.9
dena81,18,289,5238.6
dena81,19,289,4886.4
dena81,20,289,4517.3
dena81,21,289,4211.4
dena81,22,289,3809.4
dena81,23,289,3479.4
dena81,24,289,3314.8
dena81,1,290,3249.5
dena81,2,290,3279.5
dena81,3,290,3408.8
dena81,4,290,3711.0
dena81,5,290,4412.1
dena81,6,290,4990.5
dena81,7,290,5073.4
dena81,8,290,5094.9
dena81,9,290,5139.5
dena81,10,290,5219.8
dena81,11,290,5182.8
dena81,12,290,5153.6
dena81,13,290,5064.8
dena81,14,290,5010.7
dena81,15,290,4916.3
dena81,16,290,4994.5
dena81,17,290,5245.7
dena81,18,290,5323.5
dena81,19,290,4956.0
dena81,20,290,4593.2
dena81,21,290,4254.3
dena81,22,290,3851.9
dena81,23,290,3545.5
dena81,24,290,3375.1
dena81,1,291,3309.5
dena81,2,291,3357.0
dena81,3,291,3467.2
dena81,4,291,3700.2
dena81,5,291,4393.7
dena81,6,291,4948.2
dena81,7,291,5047.5
dena81,8,291,5050.5
dena81,9,291,5173.0
dena81,10,291,5291.4
dena81,11,291,5235.4
dena81,12,291,5163.4
dena81,13,291,5089.2
dena81,14,291,5030.5
dena81,15,291,4911.7
dena81,16,291,4890.4
dena81,17,291,5141.5
dena81,18,291,5333.1
dena81,19,291,5011.6
dena81,20,291,4678.6
dena81,21,291,4412.4
dena81,22,291,3973.9
dena81,23,291,3689.9
dena81,24,291,3506.0
dena81,1,292,3443.6
dena81,2,292,3468.9
dena81,3,292,3607.7
dena81,4,292,3856.7
dena81,5,292,4493.1
dena81,6,292,5047.3
dena81,7,292,5181.0
dena81,8,292,5199.5
dena81,9,292,5248.1
dena81,10,292,5322.4
dena81,11,292,5222.8
dena81,12,292,5103.0
dena81,13,292,4944.9
dena81,14,292,4867.8
dena81,15,292,4736.4
dena81,16,292,4785.0
dena81,17,292,5048.4
dena81,18,292,5181.0
dena81,19,292,4787.2
dena81,20,292,4458.5
dena81,21,292,4271.7
dena81,22,292,3941.8
dena81,23,292,3620.8
dena81,24,292,3431.8
dena81,1,293,3363.6
dena81,2,293,3334.7
dena81,3,293,3389.2
dena81,4,293,3373.9
dena81,5,293,3415.9
dena81,6,293,3693.0
dena81,7,293,3937.4
dena81,8,293,4127.5
dena81,9,293,4235.1
dena81,10,293,4306.1
dena81,11,293,4186.2
dena81,12,293,4013.3
dena81,13,293,3863.2
dena81,14,293,3806.0
dena81,15,293,3803.2
dena81,16,293,3932.7
dena81,17,293,4268.1
dena81,18,293,4358.2
dena81,19,293,4024.0
dena81,20,293,3808.1
dena81,21,293,3746.0
dena81,22,293,3470.3
dena81,23,293,3198.6
dena81,24,293,3016.1
dena81,1,294,2925.3
dena81,2,294,2899.5
dena81,3,294,2926.6
dena81,4,294,2893.2
dena81,5,294,2814.4
dena81,6,294,2929.4
dena81,7,294,3204.1
dena81,8,294,3493.6
dena81,9,294,3722.5
dena81,10,294,3976.9
dena81,11,294,3898.5
dena81,12,294,3712.1
dena81,13,294,3570.2
dena81,14,294,3506.3
dena81,15,294,3488.8
dena81,16,294,3655.3
dena81,17,294,3993.9
dena81,18,294,4097.7
dena81,19,294,3950.0
dena81,20,294,3841.1
dena81,21,294,3863.3
dena81,22,294,3597.3
dena81,23,294,3355.6
dena81,24,294,3207.0
dena81,1,295,3173.5
dena81,2,295,3225.3
dena81,3,295,3368.9
dena81,4,295,3636.7
dena81,5,295,4387.7
dena81,6,295,5004.4
dena81,7,295,5120.9
dena81,8,295,5123.2
dena81,9,295,5203.5
dena81,10,295,5274.0
dena81,11,295,5186.9
dena81,12,295,5125.4
dena81,13,295,5043.9
dena81,14,295,4966.9
dena81,15,295,4859.0
dena81,16,295,4888.7
dena81,17,295,5227.9
dena81,18,295,5371.6
dena81,19,295,5000.7
dena81,20,295,4737.2
dena81,21,295,4467.8
dena81,22,295,4034.4
dena81,23,295,3743.3
dena81,24,295,3591.3
dena81,1,296,3521.2
dena81,2,296,3540.1
dena81,3,296,3644.5
dena81,4,296,3877.4
dena81,5,296,4539.3
dena81,6,296,5130.1
dena81,7,296,5223.7
dena81,8,296,5261.0
dena81,9,296,5299.3
dena81,10,296,5373.6
dena81,11,296,5305.2
dena81,12,296,5249.0
dena81,13,296,5161.3
dena81,14,296,5097.1
dena81,15,296,4981.4
dena81,16,296,4981.8
dena81,17,296,5234.3
dena81,18,296,5344.7
dena81,19,296,5021.1
dena81,20,296,4723.0
dena81,21,296,4477.6
dena81,22,296,4072.7
dena81,23,296,3786.6
dena81,24,296,3618.8
dena81,1,297,3520.1
dena81,2,297,3534.0
dena81,3,297,3671.7
dena81,4,297,3899.6
dena81,5,297,4499.4
dena81,6,297,5092.9
dena81,7,297,5251.8
dena81,8,297,5264.0
dena81,9,297,5311.5
dena81,10,297,5351.2
dena81,11,297,5311.9
dena81,12,297,5245.8
dena81,13,297,5170.3
dena81,14,297,5130.8
dena81,15,297,5017.5
dena81,16,297,5065.6
dena81,17,297,5313.9
dena81,18,297,5286.5
dena81,19,297,4993.6
dena81,20,297,4767.3
dena81,21,297,4541.7
dena81,22,297,4113.4
dena81,23,297,3740.9
dena81,24,297,3549.0
dena81,1,298,3447.9
dena81,2,298,3458.9
dena81,3,298,3562.7
dena81,4,298,3795.4
dena81,5,298,4385.9
dena81,6,298,4967.9
dena81,7,298,5158.1
dena81,8,298,5187.8
dena81,9,298,5239.4
dena81,10,298,5329.6
dena81,11,298,5266.8
dena81,12,298,5213.8
dena81,13,298,5105.7
dena81,14,298,5038.2
dena81,15,298,4954.0
dena81,16,298,4963.1
dena81,17,298,5192.7
dena81,18,298,5222.7
dena81,19,298,4980.8
dena81,20,298,4723.0
dena81,21,298,4513.6
dena81,22,298,4107.8
dena81,23,298,3725.4
dena81,24,298,3508.3
dena81,1,299,3391.6
dena81,2,299,3405.4
dena81,3,299,3525.6
dena81,4,299,3761.1
dena81,5,299,4282.4
dena81,6,299,4854.6
dena81,7,299,5124.2
dena81,8,299,5219.2
dena81,9,299,5286.1
dena81,10,299,5343.8
dena81,11,299,5279.4
dena81,12,299,5166.3
dena81,13,299,5039.3
dena81,14,299,4916.3
dena81,15,299,4852.6
dena81,16,299,4896.7
dena81,17,299,5148.7
dena81,18,299,5169.5
dena81,19,299,4843.0
dena81,20,299,4581.0
dena81,21,299,4421.7
dena81,22,299,4070.4
dena81,23,299,3697.8
dena81,24,299,3441.7
dena81,1,300,3288.9
dena81,2,300,3269.3
dena81,3,300,3312.1
dena81,4,300,3302.3
dena81,5,300,3379.3
dena81,6,300,3650.5
dena81,7,300,3966.3
dena81,8,300,4230.0
dena81,9,300,4363.0
dena81,10,300,4421.0
dena81,11,300,4350.8
dena81,12,300,4171.4
dena81,13,300,4048.2
dena81,14,300,4005.8
dena81,15,300,3986.4
dena81,16,300,4161.5
dena81,17,300,4451.5
dena81,18,300,4345.6
dena81,19,300,4026.3
dena81,20,300,3839.2
dena81,21,300,3766.7
dena81,22,300,3488.3
dena81,23,300,3223.0
dena81,24,300,3020.9
dena81,1,301,2921.2
dena81,2,301,2900.5
dena81,3,301,2898.9
dena81,4,301,2908.8
dena81,5,301,2845.6
dena81,6,301,2854.6
dena81,7,301,3038.2
dena81,8,301,3341.9
dena81,9,301,3540.8
dena81,10,301,3697.0
dena81,11,301,3867.8
dena81,12,301,3732.1
dena81,13,301,3565.3
dena81,14,301,3432.0
dena81,15,301,3399.0
dena81,16,301,3484.3
dena81,17,301,3976.9
dena81,18,301,4180.7
dena81,19,301,4071.1
dena81,20,301,3872.9
dena81,21,301,3820.5
dena81,22,301,3857.5
dena81,23,301,3514.8
dena81,24,301,3363.7
dena81,1,302,3260.9
dena81,2,302,3256.8
dena81,3,302,3313.9
dena81,4,302,3429.4
dena81,5,302,3731.2
dena81,6,302,4377.3
dena81,7,302,4869.3
dena81,8,302,5055.8
dena81,9,302,5092.7
dena81,10,302,5192.5
dena81,11,302,5276.7
dena81,12,302,5214.0
dena81,13,302,5182.0
dena81,14,302,5121.9
dena81,15,302,5076.7
dena81,16,302,5067.8
dena81,17,302,5372.4
dena81,18,302,5417.9
dena81,19,302,5189.2
dena81,20,302,4836.7
dena81,21,302,4589.8
dena81,22,302,4406.7
dena81,23,302,3900.4
dena81,24,302,3555.8
dena81,1,303,3370.9
dena81,2,303,3324.8
dena81,3,303,3373.5
dena81,4,303,3517.3
dena81,5,303,3762.3
dena81,6,303,4378.5
dena81,7,303,4882.7
dena81,8,303,5079.3
dena81,9,303,5119.0
dena81,10,303,5197.9
dena81,11,303,5312.6
dena81,12,303,5222.5
dena81,13,303,5208.1
dena81,14,303,5087.0
dena81,15,303,5055.4
dena81,16,303,5005.4
dena81,17,303,5354.0
dena81,18,303,5421.7
dena81,19,303,5237.0
dena81,20,303,4854.6
dena81,21,303,4584.3
dena81,22,303,4428.6
dena81,23,303,4004.8
dena81,24,303,3681.2
dena81,1,304,3496.0
dena81,2,304,3451.5
dena81,3,304,3477.4
dena81,4,304,3569.8
dena81,5,304,3765.2
dena81,6,304,4266.3
